Numbers
18 11 37 49 38 44
14 3 24 20 37 13
29 22 2 48 15 5
34 10 43 20 11 45
5 28 18 21 49 42
38 23 46 25 47 34
3 36 47 46 17 40
46 30 7 29 15 2
14 43 39 37 20 32
3 39 30 38 14 25
2 27 20 37 29 16
43 22 19 21 20 24
29 49 36 15 42 28
39 27 48 13 44 42
12 5 18 38 37 49
40 17 47 16 14 43
11 44 4 9 46 49
7 12 14 47 18 33
43 21 37 26 44 20
33 44 25 42 22 23
37 27 28 22 17 40
14 18 39 5 27 16
41 7 48 34 31 28
3 23 37 44 30 2
3 30 4 15 35 16
21 6 38 14 13 23
4 26 3 47 19 28
5 32 47 10 44 27
35 24 23 16 41 34
36 5 18 34 43 13
12 31 2 20 35 3
8 39 47 44 2 13
25 39 6 16 15 38
24 34 43 5 4 15
39 19 11 16 24 10
7 8 11 4 26 35
36 32 21 33 16 23
32 9 39 49 24 12
38 1 16 42 9 47
17 15 30 24 33 2
35 38 10 13 7 22
22 42 41 25 12 15
7 42 10 29 12 5
45 7 16 33 6 18
49 38 41 45 48 2
13 48 32 25 22 33
44 2 17 9 34 31
14 33 40 24 3 27
11 12 44 39 20 35
21 2 29 24 48 37
31 10 35 2 24 49
36 13 23 48 7 30
13 3 29 2 10 16
29 28 23 6 19 20
20 27 32 41 19 48
11 21 2 20 45 40
45 43 6 29 2 44
24 19 16 6 11 9
10 5 48 19 46 43
33 3 45 38 46 26
42 39 7 13 44 20
17 31 10 25 28 14
9 30 28 34 33 11
47 27 38 33 30 24
26 44 41 43 22 35
8 15 34 11 45 12
48 24 2 47 41 11
32 37 17 22 27 6
29 21 5 26 24 14
15 11 19 30 8 6
8 31 7 48 24 1
30 48 41 49 45 22
5 46 42 47 38 31
10 49 36 37 45 28
13 14 27 30 17 36
30 8 44 17 45 49
43 41 38 4 40 29
24 10 4 19 37 17
16 23 9 10 45 36
20 44 14 29 11 49
7 11 34 13 24 14
40 45 46 17 43 24
48 33 32 29 45 22
48 21 22 12 27 5
23 44 30 28 11 13
26 13 4 19 27 46
32 41 34 44 17 39
7 20 41 8 17 10
30 7 2 34 43 5
34 29 35 20 16 5
40 42 33 3 26 11
13 35 36 2 18 5
26 42 30 33 1 45
49 10 40 25 6 11
37 32 6 21 44 15
48 46 4 13 27 41
47 40 27 12 20 11
33 45 35 6 38 30
41 6 4 29 12 35
40 34 9 41 5 22
15 12 44 39 46 37
46 25 37 2 38 13
44 19 23 22 35 20
28 43 24 23 8 37
47 30 28 42 17 23
32 45 28 37 8 1
13 41 24 45 4 48
5 4 46 8 41 35
24 15 38 31 43 46
7 16 22 19 14 27
14 35 39 19 12 40
24 25 13 18 30 35
48 11 12 30 19 41
20 5 4 35 42 33
42 31 32 16 23 45
18 42 9 46 1 47
46 8 20 11 49 15
38 48 37 3 42 27
14 49 32 17 44 25
27 9 10 7 12 28
28 21 49 2 37 44
44 39 16 8 33 43
20 7 39 30 47 26
32 25 48 43 42 39
31 12 6 29 43 26
40 32 14 9 3 11
33 11 36 32 15 20
15 46 40 26 17 19
6 34 19 21 29 42
47 39 28 38 23 16
46 5 31 30 40 15
46 14 47 25 49 20
28 17 18 16 29 5
3 46 23 48 6 33
38 24 45 47 25 34
31 44 6 49 1 2
9 26 11 46 24 31
10 8 35 19 16 33
3 21 12 19 16 14
5 7 34 20 22 41
33 11 2 38 24 39
42 13 36 49 31 22
31 43 16 20 17 34
17 10 25 6 24 23
14 28 34 5 23 39
43 23 38 8 9 34
47 34 25 17 28 6
22 7 23 9 16 30
32 26 34 3 31 13
49 44 22 39 16 15
16 13 8 41 2 47
11 28 18 31 22 25
13 32 2 27 11 20
3 24 41 48 45 22
43 10 33 21 2 34
33 8 12 3 39 40
8 37 12 7 9 28
10 30 33 11 47 28
5 41 48 22 10 17
4 17 40 43 38 13
20 18 11 3 5 44
47 25 32 24 11 8
8 21 36 43 48 27
1 9 6 27 2 32
26 38 45 27 8 33
17 47 2 11 20 16
24 7 6 38 49 41
29 2 27 49 34 4
4 29 7 26 19 12
49 15 40 35 28 2
31 20 3 36 48 41
18 9 29 40 43 12
41 12 30 44 25 21
14 15 45 19 36 18
35 46 36 9 39 48
20 18 22 13 37 35
17 13 19 42 16 36
6 31 26 35 45 20
14 21 13 34 38 3
19 18 17 41 8 34
47 43 26 20 49 22
41 40 26 3 39 42
12 20 29 13 18 21
12 5 19 32 14 9
6 18 47 46 41 33
17 13 49 12 22 24
18 36 11 17 42 23
27 28 11 22 9 4
30 49 48 1 45 22
11 39 8 46 37 4
33 29 40 18 15 22
39 43 2 20 46 31
37 12 20 42 43 21
34 43 46 8 11 49
40 43 48 19 18 3
44 29 6 12 49 27
10 25 38 41 47 24
24 23 32 41 12 39
26 30 49 36 31 41
39 29 16 34 41 36
40 32 34 33 35 9
42 43 30 29 40 31
2 19 21 4 8 31
47 34 24 18 9 15
3 33 38 47 14 40
17 23 34 26 16 37
20 1 8 46 29 7
12 44 27 16 43 19
26 4 48 13 35 25
2 41 34 25 4 7
28 43 7 15 2 20
46 24 31 11 19 16
16 29 44 18 1 19
19 25 47 14 8 18
28 43 16 3 36 45
26 49 34 37 43 38
25 41 2 30 40 49
9 2 5 23 4 36
31 10 25 19 2 18
46 24 9 19 42 3
19 44 42 31 2 17
11 41 6 44 14 13
31 42 6 35 25 4
18 9 19 22 23 44
28 21 46 12 27 9
47 18 30 17 29 44
25 35 24 38 14 43
25 32 6 14 49 17
4 36 1 21 46 27
38 11 10 3 35 40
10 14 49 47 25 30
16 39 14 47 12 29
22 40 7 37 16 35
13 6 14 46 39 27
35 48 38 2 21 25
11 24 17 14 13 48
28 40 41 43 39 10
28 43 32 48 21 39
37 32 5 42 46 13
45 28 36 41 16 21
20 10 36 45 23 37
6 19 34 21 32 13
4 19 22 15 42 11
19 36 48 11 10 9
46 8 35 40 27 45
8 17 9 10 37 24
12 35 28 44 25 17
10 14 47 43 11 32
47 44 33 8 14 1
26 5 40 35 13 46
32 45 35 28 42 47
9 4 23 26 40 11
26 39 8 47 25 28
38 15 41 48 39 46
5 39 1 40 30 20
38 8 37 29 2 49
8 13 2 24 25 21
31 20 19 42 4 49
17 47 48 10 35 28
4 34 7 18 43 21
39 19 44 8 17 32
37 46 31 36 45 6
48 7 31 24 25 2
26 23 10 20 15 31
12 23 43 20 39 46
44 49 13 38 10 7
11 23 20 22 46 1
16 1 42 23 12 5
3 38 30 37 34 29
35 49 22 20 24 15
12 26 19 11 23 36
13 33 28 34 3 30
11 14 18 23 44 41
38 48 29 17 28 47
25 49 8 1 16 4
5 10 17 14 4 39
43 48 18 10 5 23
36 18 6 45 47 37
7 17 31 24 36 34
43 39 16 47 4 34
15 6 39 19 2 8
21 34 40 8 37 11
19 44 40 34 35 41
35 6 16 28 19 29
48 36 46 43 17 37
21 22 33 27 48 38
45 43 29 26 8 44
46 48 19 5 43 12
33 41 26 4 31 34
24 43 16 19 17 48
14 35 24 40 7 27
31 48 1 14 19 12
48 11 6 9 23 18
39 31 2 32 46 3
2 3 19 49 38 46
18 27 3 10 5 22
22 1 24 20 37 5
19 10 23 30 47 16
32 7 36 8 23 5
25 43 34 16 14 11
12 24 5 45 6 23
34 38 31 11 40 39
29 27 9 20 2 36
8 38 24 39 13 11
13 23 39 32 46 14
32 25 22 17 13 48
12 6 29 15 11 24
12 11 17 49 38 14
7 37 40 49 28 14
31 37 45 20 18 24
40 19 35 13 46 48
11 7 44 15 20 46
13 36 10 19 18 37
12 13 48 45 44 23
13 28 46 49 31 34
25 38 3 10 15 6
30 8 29 1 26 17
37 26 28 41 39 14
9 38 47 5 26 44
19 7 12 34 4 37
10 31 9 35 42 14
2 13 17 42 44 49
11 8 13 15 14 24
32 33 17 28 3 26
34 25 22 40 13 27
33 37 22 48 47 46
35 24 26 3 11 4
36 10 7 16 5 3
44 43 5 7 48 8
35 9 39 42 6 46
20 47 7 19 14 48
40 21 35 41 24 22
46 43 39 2 19 6
21 43 16 49 42 14
36 43 23 44 41 46
2 7 22 44 25 41
43 44 42 23 15 24
42 15 18 16 17 47
17 5 34 43 48 10
8 28 5 7 4 23
17 36 31 24 10 25
20 29 10 33 9 48
32 21 27 42 3 36
43 45 12 32 10 15
26 29 40 39 2 41
17 40 9 31 30 48
24 8 11 19 33 28
32 9 4 25 19 34
40 11 6 2 43 15
26 39 3 11 14 18
16 3 22 13 10 43
30 7 15 25 22 42
4 2 47 22 11 33
7 30 24 33 27 48
16 39 19 46 37 10
12 37 35 3 40 46
32 13 8 21 12 19
5 45 3 34 20 8
31 5 20 25 14 34
36 5 23 18 11 40
44 26 7 8 37 45
49 45 48 11 16 26
16 17 18 7 29 34
31 42 30 40 9 3
4 20 38 27 15 45
21 12 18 10 39 3
41 30 4 3 2 33
23 27 46 41 48 30
47 40 4 46 41 21
11 17 45 42 12 28
31 27 38 17 32 24
32 45 33 48 41 38
27 38 2 47 14 7
44 6 46 9 15 45
19 2 48 31 11 10
38 44 17 9 7 26
10 20 25 19 46 15
2 4 12 15 31 19
48 27 20 47 24 45
48 24 44 21 39 15
29 31 10 6 46 37
32 22 15 16 3 9
48 7 45 5 4 6
35 17 16 34 5 4
14 8 45 25 17 42
14 33 16 35 23 36
34 21 24 31 44 37
48 36 5 45 15 30
6 29 23 49 18 42
21 18 8 9 35 40
35 38 7 15 30 46
41 32 16 15 12 39
21 28 37 43 16 20
4 12 31 47 6 9
7 4 3 42 45 28
40 43 9 42 13 48
16 44 4 23 5 15
49 30 6 1 45 10
36 6 39 17 34 41
37 18 25 26 16 29
35 43 39 2 26 42
33 29 40 22 16 7
18 49 10 8 29 45
41 7 17 16 24 28
34 41 2 9 33 6
47 49 40 3 10 30
43 30 7 35 12 44
24 46 19 3 6 13
11 31 42 26 32 23
16 23 42 43 30 17
5 12 17 22 30 29
9 25 14 33 42 30
48 7 33 46 19 42
48 14 9 45 7 2
29 16 12 17 10 13
18 6 7 47 1 32
8 26 15 45 6 49
16 46 4 7 11 29
47 8 9 18 42 33
27 16 45 48 3 32
20 26 19 47 11 22
8 24 5 29 48 41
18 24 39 19 7 40
28 13 2 25 27 48
5 40 35 12 17 22
49 29 19 10 16 46
26 43 48 37 28 45
9 16 21 2 7 30
3 43 18 42 6 9
39 18 34 46 19 11
48 35 16 3 26 31
45 35 36 20 23 40
13 16 47 28 17 48
26 7 22 1 8 29
28 33 19 22 44 49
6 17 23 34 11 32
29 48 18 49 27 10
43 4 7 3 12 44
43 9 14 31 38 18
2 13 8 10 49 9
49 31 38 23 48 22
11 44 41 24 3 16
35 31 44 23 32 2
42 38 21 31 35 22
17 4 28 41 26 25
7 28 24 33 21 34
40 17 2 13 5 8
3 16 14 33 45 44
31 4 38 43 24 3
8 9 26 18 19 1
28 17 36 5 35 4
2 11 30 15 10 37
24 19 29 48 4 13
48 44 42 21 13 29
48 44 11 40 13 27
38 23 19 14 42 47
28 49 36 31 45 42
47 40 2 43 17 36
9 27 40 16 43 26
13 17 25 48 4 26
22 33 48 20 7 29
6 11 9 34 20 47
32 1 24 9 21 38
47 38 15 21 6 22
13 2 41 43 22 20
22 20 48 39 43 9
17 27 8 32 45 30
7 43 6 17 4 12
10 27 49 12 3 34
45 32 3 12 24 21
40 38 15 48 45 5
12 42 43 5 4 17
30 47 48 42 3 21
19 11 35 48 16 2
11 33 44 4 13 32
38 47 5 21 12 46
18 37 36 45 10 7
15 24 19 40 13 14
19 23 8 12 20 9
2 16 29 39 17 24
7 27 23 12 16 32
30 38 43 21 47 22
43 16 10 6 15 25
23 3 22 36 19 4
48 5 12 29 21 28
41 46 38 25 23 20
42 34 31 23 24 5
31 44 43 32 24 29
48 20 21 47 32 27
46 5 34 7 16 37
12 1 8 39 48 25
48 22 15 16 9 37
3 9 48 43 10 26
44 19 43 6 21 26
9 31 40 32 15 12
6 5 22 15 36 19
